Class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.281440616,0.673112214,0.25389275,0.683187187,0.244152799,0.678827286,0.233952269,0.673867106,0.273135722,0.68931222,0.27785638,0.689923167,0.282253385,0.690322757,0.217855692,0.646844387,0.275322378,0.671221673,0.273418784,0.638812125,0.297859967,0.652321815,0.224723801,0.51027,0.3730461,0.556244731,0.080765128,0.643660724,0.386631668,0.692702413,0.004273325,0.723896086,0.323584378,0.812329531,-0.025633037,0.729165733,0.297230363,0.808263063,-0.030681252,0.725856662,0.284866452,0.808000922,-0.016227812,0.728522301,0.29827261,0.802350044,0.423042089,0.204127759,0.491425872,0.216115892,0.633883238,0.471735805,0.678675413,0.46944797,0.837013364,0.794062972,0.841524005,0.776144266,0.881812036,0.823724747,0.908563316,0.755650759,0.791264474,0.865779877,0.78769803,0.855417967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.552143216,0.742808282,0.564098179,0.752053559,0.564982057,0.751207769,0.566057503,0.749952912,0.566113234,0.748489738,0.568110824,0.745862484,0.570354223,0.743080497,0.576956511,0.719719172,0.580052137,0.716877818,0.547769427,0.722382903,0.549902499,0.718417764,0.561106026,0.635173559,0.569514036,0.641398191,0.612399995,0.780741155,0.620534241,0.802956104,0.66683805,0.877430618,0.69017148,0.950667679,0.691798806,0.898577929,0.716083646,0.969968915,0.697739363,0.908670783,0.720724225,0.96149075,0.69094795,0.906653643,0.709523797,0.951746643,0.406133831,0.414553672,0.40231806,0.397841483,0.306098282,0.648521602,0.293043822,0.655727625,0.193540707,0.861873507,0.180153087,0.876378655,0.173123211,0.893360853,0.154983789,0.909571409,0.254337847,0.932994366,0.239095837,0.94633615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.503129303,0.811693192,0.522263646,0.81410104,0.523604453,0.81182611,0.525033176,0.809079766,0.524018288,0.81099081,0.526214719,0.80712688,0.52825737,0.803031325,0.53277576,0.771526158,0.53335923,0.768869579,0.495361894,0.789438248,0.497867495,0.786720872,0.51115036,0.687595189,0.513316751,0.687894464,0.584622383,0.814772785,0.588113606,0.823476613,0.675359249,0.895405471,0.700026155,0.930138826,0.707675815,0.905502558,0.72414422,0.937722802,0.71027112,0.907961726,0.728515863,0.93184638,0.700427175,0.904251456,0.721223354,0.92900455,0.346632808,0.426316172,0.33535251,0.403338879,0.245154232,0.649462819,0.229022071,0.655940711,0.139890015,0.854367375,0.117272317,0.867673159,0.106889799,0.888386309,0.08394587,0.89813602,0.190971538,0.917078197,0.165599734,0.922982812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.476754844,0.702076077,0.472901165,0.689650297,0.474231809,0.686954856,0.47562781,0.68364346,0.47188431,0.690785766,0.472336233,0.68928957,0.472843319,0.68710357,0.487679631,0.666416705,0.484045297,0.66999644,0.490550697,0.698971987,0.489152372,0.701478004,0.530634224,0.671229243,0.520221591,0.661427617,0.486555636,0.756496429,0.477687895,0.73269254,0.420909971,0.820729375,0.423772275,0.789972007,0.400285006,0.834165812,0.399781555,0.790910602,0.395495147,0.825407863,0.398254931,0.789927959,0.403415233,0.820204973,0.407847524,0.789288819,0.669127047,0.539763749,0.654507577,0.532187521,0.752889037,0.664556205,0.729459882,0.655854702,0.835011065,0.767737627,0.814241886,0.728323996,0.851533473,0.771609604,0.827236593,0.749827445,0.815360844,0.819688439,0.795740187,0.796176434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.532498062,0.734331787,0.517608702,0.752819717,0.515413761,0.751259804,0.513174534,0.749391079,0.517912567,0.755463183,0.515766621,0.75565213,0.513652027,0.75521487,0.497940719,0.723005772,0.50049305,0.727144897,0.533142149,0.706304193,0.535060644,0.710308552,0.492837518,0.612187445,0.505732238,0.635619521,0.397378623,0.753590167,0.413536489,0.746634603,0.283191144,0.850994885,0.31216079,0.834963799,0.255752265,0.84695971,0.279393584,0.822319031,0.254169583,0.846411407,0.276236773,0.827346206,0.262464881,0.848982811,0.286954194,0.832771838,0.648419797,0.273288757,0.65076685,0.305067658,0.778308034,0.530356824,0.76729089,0.532798767,0.900525749,0.787506163,0.880170465,0.764663696,0.936292171,0.829606712,0.915307879,0.819925606,0.869946361,0.890122652,0.845893502,0.86649549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.616083801,0.586422265,0.633622646,0.593306601,0.636135459,0.590610445,0.638415217,0.587687016,0.629314482,0.594920039,0.628902555,0.593152225,0.628131092,0.591424048,0.644008934,0.547639608,0.626104593,0.562513888,0.608362556,0.561323047,0.603735089,0.562121749,0.640719712,0.446026444,0.589691997,0.491297185,0.714761078,0.582785785,0.657500327,0.680631697,0.792227626,0.747483015,0.73534137,0.845259726,0.831431866,0.763021767,0.767644465,0.875232399,0.82783848,0.781268775,0.775863886,0.855068386,0.80851531,0.78098315,0.765524149,0.842232823,0.415587515,0.211271629,0.373582959,0.232343405,0.314209253,0.453709275,0.28733325,0.468185246,0.224989459,0.652871072,0.191826358,0.68084693,0.206201762,0.692058802,0.166960999,0.711367369,0.285064429,0.735927582,0.258570045,0.762168467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.299302667,0.523284554,0.27424708,0.519248247,0.272789329,0.516598701,0.270878583,0.513650119,0.273816228,0.519609869,0.272190362,0.517338514,0.270015836,0.514764607,0.26706326,0.483549505,0.263460606,0.484775603,0.313115776,0.505526066,0.313503146,0.505989015,0.322821707,0.440237314,0.31391111,0.412531793,0.286920249,0.580827475,0.289590716,0.555131316,0.210171759,0.755216956,0.230107859,0.694711804,0.166625977,0.774103165,0.199930429,0.70190537,0.157442451,0.763947666,0.189677149,0.699027538,0.171564996,0.754879296,0.199806303,0.697128892,0.59016788,0.255811244,0.563578725,0.242887825,0.712544322,0.474362224,0.697317481,0.465163887,0.843811154,0.687310576,0.814433575,0.659058809,0.891619086,0.724548161,0.855481386,0.699074149,0.748517156,0.746614814,0.729964733,0.727186918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.350861669,0.587564111,0.332689047,0.5859375,0.331470877,0.582983613,0.329898894,0.579884887,0.331376076,0.583773673,0.329437822,0.579418063,0.327168345,0.575007498,0.320969343,0.543658018,0.319941968,0.538327217,0.359856635,0.567580402,0.359734386,0.565462768,0.358841687,0.485973984,0.372323662,0.445242763,0.307549298,0.672731876,0.323284119,0.617719829,0.213402584,0.847432733,0.26159054,0.724396288,0.169948623,0.869654477,0.241056085,0.723928213,0.158868939,0.856089532,0.237086117,0.717351496,0.176305711,0.846315503,0.241808817,0.723270714,0.630342364,0.187097192,0.61710614,0.177279919,0.777840436,0.472551018,0.746160686,0.450283468,0.879035771,0.736163914,0.83706212,0.678161323,0.910261929,0.779458165,0.860697448,0.727019608,0.775458992,0.806733072,0.755606353,0.766159713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.57207787,0.659627855,0.590339541,0.667346001,0.592582822,0.666063011,0.594911397,0.664432764,0.589100003,0.66694802,0.590330541,0.665977955,0.591483772,0.664928675,0.611747384,0.639916062,0.602830887,0.647500515,0.569484413,0.639936388,0.568306088,0.639628172,0.603257656,0.557985783,0.588427067,0.584776223,0.67693454,0.6456303,0.67401433,0.688097954,0.781982899,0.708323121,0.792183161,0.745967805,0.810216188,0.714334369,0.829654574,0.755392909,0.812253535,0.716169059,0.83024776,0.747841299,0.80259037,0.714732587,0.817705989,0.743195534,0.423925251,0.301319659,0.398855388,0.297094077,0.337344885,0.519995809,0.306610137,0.527121425,0.24424988,0.69723022,0.201481119,0.722302794,0.223042592,0.712856412,0.175199568,0.741780579,0.261935234,0.755687475,0.236030161,0.777705014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.387259662,0.5578655,0.371790886,0.564403176,0.370224833,0.562356234,0.368438363,0.560319781,0.371665418,0.56486553,0.370176315,0.563135028,0.368442833,0.561295271,0.355699033,0.535167873,0.356287152,0.536133647,0.39126724,0.538244843,0.392047107,0.539134324,0.358222634,0.469799161,0.356076688,0.458506674,0.272856504,0.615299344,0.276535481,0.59462893,0.185893506,0.767510653,0.194570541,0.715582967,0.151991516,0.775147915,0.161703646,0.72568655,0.143160045,0.772234619,0.154249281,0.735191226,0.155950785,0.767453313,0.167264968,0.729710698,0.567052901,0.153082699,0.545664251,0.147666767,0.648220479,0.435754567,0.632384419,0.423474133,0.744801521,0.722082496,0.7157498,0.680860996,0.775791526,0.766974211,0.741077125,0.730077147,0.65336746,0.789161921,0.628442347,0.761701703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.512890935,0.565070152,0.533145428,0.569996595,0.5348019,0.566799521,0.536869645,0.563107729,0.534182727,0.572467685,0.536088467,0.571519375,0.538005233,0.570196271,0.552105784,0.532417178,0.547702134,0.543982506,0.507721305,0.544366479,0.510175228,0.547082901,0.546580672,0.442354828,0.534902036,0.497059047,0.649304271,0.548690259,0.648574829,0.625986993,0.763666391,0.605775714,0.797691822,0.695703864,0.793797135,0.607052326,0.84419471,0.716115713,0.795174837,0.614983678,0.848009527,0.709824681,0.786556721,0.616540074,0.832568645,0.700009823,0.372492641,0.114715591,0.347320259,0.117415205,0.254900753,0.345687211,0.217129469,0.359053224,0.141158491,0.533659101,0.097405821,0.562984765,0.116292141,0.556162953,0.068432629,0.596217632,0.205889612,0.623673439,0.171991259,0.648432374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.44467032,0.684685349,0.428958774,0.703944445,0.426508307,0.702986777,0.424037904,0.701665819,0.427877307,0.704458892,0.424802005,0.704057217,0.421729684,0.703318954,0.404111803,0.679455221,0.401499629,0.680445611,0.440767437,0.657523692,0.440602422,0.658521712,0.389189184,0.569468141,0.371337712,0.558778167,0.295907319,0.736980617,0.282534301,0.721790612,0.182110518,0.894170284,0.199717522,0.842968762,0.147992164,0.904563308,0.156946391,0.860907555,0.140577257,0.898598492,0.153833002,0.862000346,0.152574599,0.896903396,0.168288022,0.861973166,0.589435637,0.170084551,0.558434784,0.18708764,0.690028965,0.517400205,0.668599248,0.507379949,0.795651734,0.815855682,0.773214698,0.796302855,0.831290245,0.856785536,0.804346144,0.844934165,0.72379005,0.904713094,0.702429652,0.8887555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.348429084,0.607126594,0.358834356,0.603949904,0.359748721,0.601744771,0.360963434,0.599474072,0.359650493,0.602220297,0.360914886,0.598727584,0.362378418,0.595197856,0.36554271,0.573195755,0.36449337,0.572292566,0.34391135,0.592754006,0.344330519,0.590848744,0.345057577,0.516293466,0.341864228,0.535010576,0.386986583,0.630879998,0.383795559,0.670953393,0.441010296,0.698173285,0.454919219,0.77166909,0.467242241,0.711921453,0.474078715,0.787719965,0.467387706,0.718824148,0.477826834,0.777626276,0.461036772,0.718371272,0.471744537,0.770702481,0.200986624,0.290751368,0.192859754,0.288292348,0.131327376,0.490152448,0.117857032,0.502518237,0.04245761,0.639893651,0.028441533,0.661361694,0.022053421,0.651869059,0.008426249,0.681310952,0.081671894,0.708390832,0.067104831,0.729974866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.406957597,0.72324872,0.388112277,0.729696035,0.385572374,0.727363348,0.383249938,0.724762857,0.388279349,0.729761362,0.385872722,0.727725625,0.383520782,0.725554585,0.369071513,0.690977693,0.370749921,0.693593264,0.408150554,0.696558475,0.40914166,0.69648993,0.381271601,0.597886384,0.380023003,0.580811739,0.279387563,0.749543071,0.28654474,0.718770683,0.150451452,0.882163465,0.192454726,0.819643974,0.114714682,0.888553023,0.145974755,0.834694564,0.108406514,0.880109608,0.142112374,0.837135911,0.121252723,0.878664136,0.155388832,0.837948501,0.587810099,0.275006592,0.571345329,0.28009367,0.723345518,0.521634996,0.69984597,0.510789633,0.873473227,0.789214373,0.832471967,0.736914515,0.914968073,0.830198824,0.865798593,0.758977711,0.784710884,0.867329299,0.760166287,0.823692858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.432273984,0.575038016,0.411748171,0.587771654,0.408830643,0.585241616,0.405730754,0.582424343,0.41213125,0.588354826,0.409672707,0.586691082,0.407042325,0.585155904,0.38762176,0.549238801,0.38953647,0.554004729,0.433505774,0.546303153,0.435124159,0.547985733,0.393081218,0.436991274,0.390519142,0.440317273,0.292267829,0.579208255,0.295217484,0.571405172,0.169065863,0.67788738,0.20401445,0.65962714,0.132075846,0.691341221,0.1779477,0.673767567,0.124414235,0.683268607,0.17868641,0.670789957,0.135741621,0.681455553,0.184281304,0.668315649,0.563824594,0.10982763,0.551158071,0.132700667,0.6854738,0.373677075,0.663411677,0.372590184,0.828117251,0.617329538,0.803214312,0.597005486,0.866835237,0.655305326,0.837862372,0.641602993,0.785316885,0.698371232,0.756530702,0.677431166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.409452707,0.718693018,0.390409291,0.725931466,0.388628483,0.723523438,0.386955321,0.720691442,0.390541553,0.727174103,0.388853729,0.725806892,0.387088716,0.723958731,0.379804611,0.69166255,0.378632307,0.693640232,0.415010303,0.695728302,0.416609168,0.697403848,0.40549022,0.635639787,0.404473424,0.620391667,0.328106344,0.778099239,0.337627113,0.748584449,0.217356175,0.874601126,0.272216499,0.809367478,0.186201841,0.887723923,0.250761271,0.809766948,0.180040151,0.877552807,0.247267872,0.809040308,0.190029085,0.872804344,0.249997199,0.813205957,0.577954113,0.355640322,0.563462377,0.361111253,0.694779694,0.578611851,0.675402939,0.56686151,0.811855972,0.792255104,0.778548121,0.7513358,0.847091794,0.830635309,0.816301525,0.805576503,0.753856301,0.890086353,0.713397324,0.854150951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.478026628,0.65914011,0.459966958,0.670011044,0.457535207,0.667918742,0.454974115,0.665528476,0.460218489,0.670795739,0.458090365,0.669483781,0.455846965,0.668014169,0.440254688,0.634874582,0.442383289,0.636609614,0.480080545,0.63225168,0.481475919,0.633432209,0.438900709,0.546594679,0.447970003,0.526632845,0.334723234,0.650604129,0.355297923,0.622182071,0.215010375,0.718879879,0.279664874,0.675761282,0.183266222,0.729623497,0.2479361,0.676956475,0.178938448,0.724790752,0.244572401,0.682334483,0.190544188,0.718293011,0.253157884,0.68371433,0.582158864,0.215770885,0.587879658,0.202020541,0.710103273,0.457804441,0.705963731,0.443354487,0.846602917,0.659676611,0.826402783,0.631311059,0.871975541,0.683197439,0.857267559,0.670197725,0.789140821,0.722681701,0.768731892,0.702320695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.47011748,0.526724815,0.492140293,0.541037977,0.50159508,0.538802743,0.510996044,0.536352694,0.465475708,0.543987751,0.455864757,0.543876469,0.445041567,0.543764472,0.524150729,0.515694022,0.420048356,0.527446926,0.477016866,0.501819253,0.445724726,0.50541532,0.57643497,0.414479047,0.306524754,0.448452473,0.634832621,0.571262181,0.297497064,0.6104303,0.672148466,0.712897182,0.286939979,0.782142222,0.70247817,0.755301237,0.280337363,0.823313475,0.670249403,0.76182276,0.310587734,0.822875202,0.651890576,0.747601449,0.318274349,0.809199333,0.438082367,0.107829295,0.266702235,0.1251968,0.473998189,0.295918435,0.236880794,0.305871695,0.463848859,0.405126214,0.247815073,0.387912691,0.484901428,0.385771453,0.235023528,0.388868481,0.499485463,0.471793741,0.234441027,0.467935264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.318058431,0.68044138,0.297829121,0.68804574,0.295892656,0.685817957,0.294024646,0.683570266,0.298100919,0.688050985,0.296293348,0.686068535,0.294420093,0.684002876,0.278427452,0.649338126,0.280231237,0.65043962,0.322956383,0.656893134,0.32396394,0.657409728,0.296000898,0.567029715,0.298282087,0.535163879,0.191266626,0.731617689,0.197682619,0.691532671,0.037401497,0.833906889,0.090274811,0.753925681,-0.004763305,0.845212698,0.042233288,0.765915513,-0.014945866,0.832796574,0.038160384,0.760813713,0.001406372,0.829339504,0.055576924,0.755386949,0.542971313,0.193453178,0.526306808,0.197431386,0.712918282,0.473791242,0.684689641,0.463223964,0.878699958,0.728046358,0.846000075,0.694328785,0.920314312,0.771210313,0.88552022,0.74036032,0.779196739,0.825630426,0.75803113,0.784476757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.592360973,0.659241021,0.612735093,0.66768539,0.615067482,0.666362047,0.61742574,0.664641857,0.612184465,0.668680072,0.613711417,0.668315291,0.615141451,0.667711496,0.631865621,0.640544593,0.625453115,0.649724662,0.594219685,0.642151356,0.593960106,0.643003047,0.627994061,0.557560086,0.621035933,0.589482486,0.715622962,0.642659068,0.708129644,0.699991107,0.800209522,0.699912727,0.819683135,0.783616841,0.824908376,0.704766512,0.858801126,0.809001803,0.825995922,0.713408947,0.859949827,0.794726193,0.817095518,0.715489507,0.846404314,0.7830441,0.440772414,0.310274005,0.423333079,0.321090043,0.313524425,0.504981279,0.291328669,0.513958812,0.222917989,0.642547607,0.175443426,0.683699131,0.192984343,0.665734053,0.142420039,0.712768376,0.263103187,0.708235323,0.228526846,0.743953049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
